prot	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_14-HCCC_b5_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_15-HCCC_b5_15.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_7-HCCC_b6_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_8-HCCC_b6_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_7-HCCC_b7_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_8-HCCC_b7_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_5-HCCC_b8_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_6-HCCC_b8_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_3-HCCC_b10_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_4-HCCC_b10_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_3-HCCC_b11_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_4-HCCC_b11_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_12-HCCC_b12_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_13-HCCC_b12_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4-HCCC_b14_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4_repA-HCCC_b14_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190829yix_HCCC_b23_8-HCCC_b23_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_3-HCCC_b24_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4-HCCC_b24_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4_repA-HCCC_b24_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_5-HCCC_b24_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_11-HCCC_b17_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_12-HCCC_b17_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_5-HCCC_b17_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_6-HCCC_b17_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_8-HCCC_b18_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_9-HCCC_b18_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_13-HCCC_b19_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_14-HCCC_b19_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190827yix_HCCC_b21_7-HCCC_b21_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190818yix_HCCC_b14_5-HCCC_b14_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190827yix_HCCC_b21_9-HCCC_b21_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_10-HCCC_b22_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_11-HCCC_b22_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_7-HCCC_b22_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_9-HCCC_b22_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_10-HCCC_b23_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_9-HCCC_b23_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190808yix_HCCC_b5_13-HCCC_b5_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190809yix_HCCC_b6_6-HCCC_b6_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190810yix_HCCC_b7_6-HCCC_b7_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4-HCCC_b8_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4_repA-HCCC_b8_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2-HCCC_b10_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2_repA-HCCC_b10_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2-HCCC_b11_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2_repA-HCCC_b11_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190815yix_HCCC_b12_11-HCCC_b12_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190818yix_HCCC_b14_3-HCCC_b14_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_10-HCCC_b17_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4-HCCC_b17_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4_repA-HCCC_b17_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190823yix_HCCC_b18_7-HCCC_b18_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190824yix_HCCC_b19_12-HCCC_b19_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190827yix_HCCC_b21_6-HCCC_b21_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_6-HCCC_b22_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_8-HCCC_b22_8.mzML
Q9UKD2	1241.33	NA	1682.18	638.494	NA	NA	617.296	NA	1336.94	NA	1528.64	1280.84	NA	NA	760.648	NA	1343.57	2018.36	383.493	1338.78	NA	656.447	782.516	NA	NA	1582.32	NA	1882.86	908.351	1526.54	NA	2043.38	656.185	1879	1844.21	2613.09	2563.28	4809.27	1338.03	861.193	NA	1417.31	2018.15	559.358	NA	1383.1	945.828	NA	NA	NA	NA	728.611	1348.13	NA	1934.16	1611.34	2706.24
Q9UKF6	3340.32	NA	1054.78	1881.26	353.947	1025.39	1260.12	1296.89	1300.38	3116.85	1067.25	NA	708.504	NA	1078.93	NA	1982.35	4252.33	2027.07	3064.05	1947.75	750.431	2846.65	568.997	977.324	3132.69	377.138	4002.82	1244.02	2188.57	1192.13	3716.03	1978.29	2311.14	4312.12	2880.96	2187.27	3633.03	1697.47	1405.52	2167.89	1535.93	1399.48	1348.71	380.843	2921.54	2700.03	1515.75	841.382	NA	1241.65	975.731	3318.87	2167.08	1863.4	4440.19	4572.74
Q9UKG1	NA	NA	417.665	233.082	NA	1124.91	618.26	NA	2396.67	NA	1193	NA	NA	NA	NA	103.542	482.089	1394.78	NA	410.489	1567.31	NA	151.608	NA	NA	339.368	NA	551.329	324.469	772.183	NA	1635.66	349.222	1113.9	2053.47	1389.02	2750.98	1778.36	840.022	NA	290.329	569.977	1385.88	NA	NA	714.828	NA	NA	1160.95	NA	NA	1006.68	419.108	NA	244.446	2483.5	2223.35
Q9UKG9	4777.31	NA	NA	1973.8	1121.47	NA	1330.14	1527.18	NA	NA	NA	NA	231.944	NA	642.786	325.785	NA	NA	6076.96	7940.88	1634.64	1814.08	244.933	762.413	NA	644.449	469.616	1443.25	95.7065	NA	2343.36	3846.07	3027.35	852.327	1379.99	NA	1265.42	NA	NA	NA	NA	NA	NA	682.975	388.935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKI9;P09086;P14859	NA	NA	NA	394.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	315.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	430.818
Q9UKK3	NA	NA	1839.62	NA	NA	NA	NA	818.746	NA	581.328	NA	NA	NA	NA	NA	NA	2874.4	2796.04	NA	NA	2037.22	NA	648.365	NA	NA	NA	NA	NA	NA	NA	NA	763.557	5144.59	1676.98	NA	2114.83	1333.23	NA	NA	843.673	NA	NA	452.676	NA	NA	304.974	NA	1515.71	525.581	NA	1049.59	NA	1541.21	1197.02	1224.27	2147.05	1761.14
Q9UKK9	5769.78	4834.47	3790.77	8300.21	1097.74	4385.19	12559.7	4367.42	474.449	1040.79	1775.11	2575.47	2215.02	4995.5	347.07	585.246	8228.9	6500.7	4124.9	4648.05	6146.48	17675.5	4373.31	267.091	6756.34	5350.86	7610.04	850.092	3214.59	11041.8	25338.2	12439.2	9144.93	8989.74	21507.2	15122.2	5913.29	8922.54	1452.58	4642.83	743.012	5067.72	7637.26	1650.42	2018.51	2565.52	3517.06	7330.99	9188.57	NA	2681.72	955.236	754.16	2793.74	5015.91	6458.45	17037.3
Q9UKL0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	207.725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKL3	84917.3	38901.3	56047.9	62987.8	56301	66224.3	62210.4	67119.2	26806.8	77186.5	88853	10728.6	22681.6	42132.4	41716.3	51478.6	49943	58017.5	43392.7	61209	58345.4	85307.5	39847.5	30972.4	36680.2	45914.8	45398.3	29532	61007.2	55381.8	15034.4	72499.1	27858.6	45934.1	123712	71940.6	61545.9	37037.6	76085.2	61016.5	53247	61059.4	66419.5	54130.8	65074.6	63389.3	73154.6	94449.3	57198.4	40005.3	28511.8	38628	48728.3	66641.6	51879.7	58028.3	73095.9
Q9UKL6	2715.63	NA	NA	NA	107.523	NA	2817.98	NA	NA	247.894	NA	NA	4433.57	3237.48	NA	NA	NA	NA	NA	NA	2192.63	1410.17	NA	NA	NA	NA	1970.93	NA	1060.97	NA	2579.71	1166.75	NA	2458.41	NA	NA	NA	5286.53	770.752	NA	NA	NA	868.785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKM7	NA	NA	NA	NA	NA	NA	NA	NA	NA	460.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1306.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKM9	10604.1	1366.3	11130.6	15728.9	2642.19	9464.89	6871.52	2918.52	10936.2	14361.6	13406.9	5094.32	2228.09	1717.06	8067.3	7067.54	9410.1	21199.2	10242.3	7882.77	3374.41	24533.9	11298.4	5008.98	2623.44	12933	1169.53	7534.39	16134	5869.84	14536.5	23932.3	10465.6	10462.5	20910.9	20014.6	10217.8	16157.2	16735.5	8971.5	9148.73	16602.8	19618.3	6798.85	7798.59	22857.5	25402.5	10252.9	10979.9	22037.5	3970.2	8188.11	17919.3	7848.71	15023.9	30468.1	8427.01
Q9UKN5	NA	NA	NA	3280.17	NA	NA	NA	4544.7	NA	NA	NA	NA	NA	1215.97	NA	NA	NA	NA	NA	NA	31994.5	NA	NA	NA	NA	NA	NA	NA	5503.81	NA	NA	NA	NA	NA	NA	2660.67	NA	NA	NA	NA	NA	NA	5104.11	NA	NA	NA	NA	NA	2047.23	NA	1795.59	NA	1228.31	3636.06	NA	NA	NA
Q9UKN8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2306.91	NA	NA	NA	NA	NA	NA	NA
Q9UKR5	1499.72	NA	NA	NA	NA	872.647	NA	NA	NA	NA	NA	NA	NA	823.495	NA	NA	1946.93	NA	4125.06	3970.87	NA	881.989	NA	NA	NA	3714.44	NA	609.819	NA	NA	441.628	832.051	1880.8	4596.59	NA	508.181	1281.63	7661.32	NA	NA	NA	584.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	409.205	591.79	829.486
Q9UKS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	351.407	NA	NA	NA	NA	NA	NA	NA	1041.92	NA	1262.26	NA	NA	1255.66	NA	NA	805.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKU0;P33121	25114.2	11175.5	17555.8	30922.7	14489.2	18682	18205.5	65671.4	NA	NA	NA	NA	66321.5	85264.8	45225.1	34703.8	4018.06	10060	43690.6	49597.3	20938.7	52160.1	NA	66864.9	44435.9	NA	56754.9	5293.34	31453.7	11936.9	30069.8	24510.9	72555.8	113697	65223.4	NA	36821	34301.5	9641.21	NA	NA	NA	3096.86	NA	8146.49	NA	NA	NA	NA	NA	1708.95	1977.17	NA	NA	NA	NA	6891.85
Q9UKU0;Q9ULC5	19411.2	NA	NA	NA	41563.8	NA	42068.3	14667.3	NA	NA	NA	NA	NA	6462.97	NA	NA	NA	NA	12613.5	12105	2766.36	34773.1	NA	NA	NA	NA	NA	NA	NA	11758.9	12483.8	20250	6969.24	NA	NA	NA	7041.42	31192.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKU7	NA	NA	1326.87	NA	NA	NA	NA	NA	3699.76	NA	687.804	NA	1828.97	1201.81	555.834	1621.54	587.981	NA	2458.3	1849.22	1308.3	NA	1275.24	1127.77	411.272	NA	NA	NA	NA	3149.62	1420.48	NA	3384.61	3261.34	3528.39	1705.85	1849.47	4028.46	NA	441.269	NA	NA	NA	NA	NA	NA	NA	NA	NA	274.272	527.212	NA	NA	NA	NA	2993.1	1444.58
Q9UKV3	545.764	NA	247.008	1187.84	NA	314.95	NA	NA	NA	826.808	2313.84	NA	NA	NA	NA	NA	952.477	1603.53	416.741	1292.47	58.4819	522.25	NA	605.002	NA	NA	NA	151.433	NA	NA	914.779	2918.76	501.967	319.878	2263.53	2439.13	1125.29	619.653	NA	424.666	110.518	1611.36	358.768	NA	NA	NA	402.46	NA	182.125	NA	NA	NA	1138.83	NA	853.565	2639.38	3521.18
Q9UKV5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	783.032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1143.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UKV8	NA	NA	NA	NA	NA	NA	NA	1338.87	NA	NA	2486.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	1657.06	1018.52	NA	1432.55	NA	NA	NA	NA	1339.9	NA	NA	1905.24	NA	NA	4733.14	3721.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2693.35	2226.19
Q9UKX7	NA	NA	NA	678.478	NA	NA	NA	NA	NA	NA	3029.5	NA	NA	NA	NA	NA	NA	551.063	NA	594.04	NA	NA	NA	NA	NA	NA	NA	681.626	NA	NA	NA	2450.34	NA	472.807	660.874	1053.13	NA	NA	1453.11	NA	NA	NA	NA	NA	NA	1353.2	NA	NA	NA	NA	362.157	382.603	2060.71	715.927	NA	2209.1	NA
Q9UKY3;P23141	266498	185574	154693	157.296	114722	7167.11	356974	53293.7	4213.04	NA	90174.4	100672	271502	86852.1	17810.9	20782.7	16908.8	357.375	125826	151625	653879	164851	88732	167596	101622	50310.3	45286.8	14936.2	54475.6	45688.4	18099.6	31436.8	99118.4	193735	15153	131677	201202	107037	8397.92	8153.7	2211.42	39088.5	29408.4	131748	92438.6	888.667	NA	119050	2586.96	248.162	1088.63	3063.89	15220.7	3651.12	1244.68	40650.7	78452.6
Q9UKY7	6988.88	NA	1045	8519.97	1358.04	NA	866.711	590.276	NA	1498.7	NA	5733.61	NA	NA	577.844	NA	5037.77	12302	2519.01	3273.85	5191.9	5000.18	NA	NA	NA	3556.35	NA	1887.6	1924.81	NA	NA	8280.12	7211.49	8457.34	9651.47	8174.94	7712.31	3963.46	975.726	5685.79	4203	2048.37	2026.56	NA	NA	987.018	328.45	NA	6593.15	1062.63	1912.32	4857.81	1229.84	6649.86	6749.56	13284.9	2201.39
Q9UL03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	811.25	NA
Q9UL12	1494.95	1388.09	NA	1055.81	13093.9	NA	1719.08	13946	NA	NA	2805.73	NA	14557.4	19624.9	2357.22	1523.11	NA	NA	6554.69	6427.3	5980.54	10149.7	283.985	3320.95	12601.7	NA	2182.5	2698.69	5542.17	11469.2	7089.74	2073.25	1731.14	20874.8	10505.9	5465.12	5144.43	8448.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	406.236	NA	NA	NA	630.585	NA
Q9UL18	NA	NA	NA	NA	NA	NA	NA	NA	1678.47	NA	NA	1300.82	NA	NA	NA	NA	1587.85	NA	1417.91	1293.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	5675.18	NA	1422.66	1967.31	2021.16	NA	2278.46	1409.2	1959.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2531.47	NA	NA	NA	NA	1722.69	2151.08	NA
Q9UL25	3006.91	NA	2945.76	1617.57	1465.76	1601.1	2213.3	2517.09	3097.81	2888.52	3793.1	NA	1271.72	NA	1834.6	2412.88	3066.17	4742.73	1278.4	1425.2	3064	1239.73	NA	NA	NA	6875.86	NA	1828.04	1347.3	NA	2213.52	3734.27	2314.94	2860.08	3826.62	1084.04	4198.79	4618.71	3330.6	2642.23	972.055	5143.43	4661.1	4157.74	2153.57	2329.92	2131.02	3928.44	2045.72	NA	1233.2	NA	626.129	1303.65	1624.52	4726.43	2533.36
Q9UL36	NA	2233.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1362.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2280.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	344.952	NA	NA	NA	NA	NA	1032.29	NA	NA
Q9UL46	22931.3	545.797	11716.8	12748	12427.6	5510.2	63595.3	18117.5	6947.61	3009.29	17844.6	11873.9	13441.6	15499.7	5913.11	3201.2	5931.14	32059.1	13037.8	13299.8	20792	18544.1	7997.13	22721.7	25842.2	22487.8	2381.79	7785.24	6181.49	514.304	9736.56	14513.9	13575.3	10575.7	5620.94	16811.6	26583.2	17307.3	4294.24	16383.4	39826.5	16608.9	15141.7	6351.26	3745.27	12575.7	16994	4250.62	7925.72	3789.04	3834.81	3532.17	21893.7	13802	8196.26	35881.8	6463.53
Q9UL62;Q9UBN4	308.404	NA	NA	808.721	NA	NA	NA	NA	NA	NA	1897.02	NA	NA	NA	NA	NA	NA	NA	548.798	869.521	494.065	NA	558.103	261.921	NA	423.144	NA	NA	NA	NA	NA	2718.03	NA	387.989	2260.4	1108.14	NA	514.337	NA	NA	NA	NA	NA	NA	NA	2982.36	806.881	520.108	NA	NA	NA	NA	433.038	NA	745.106	3690.88	NA
Q9ULA0	8075	2730.17	2876.64	3683.23	2521.89	1978.22	4260.31	2832.7	5138.43	1676.28	3448.26	2561.37	1643.95	1812.56	855.499	2184.94	4510.19	6254.4	4911.78	3134.2	4924.57	1283.86	NA	3421.12	2801.84	1241.39	3414.06	1774.44	1271.05	3758.88	1109.57	7742.5	4849.1	6023.34	6206.18	11671.5	7185.02	9388.19	536.269	365.13	879.065	1968.9	1156.64	1751.92	3422.34	944.081	1183.59	2238.29	962.28	2212.16	652.214	1654.28	2333.65	1268.61	3082.84	6661.9	3318.43
Q9ULC3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1746.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3882.38	NA	NA	NA	NA	2311.29	NA	NA	NA	NA	NA	NA	NA	NA	2583.63	NA	NA	NA	NA	3084.67	NA	NA
Q9ULC4	9436.26	1967	3247.95	677.414	3051.87	6799.13	3889.66	4072.1	1841.56	8177.58	8981.27	3983.77	3344.23	2281.32	NA	NA	8273.98	7913.26	5271.5	6251.42	5377.2	6113.78	2801.6	2293.87	1877.26	6152.54	NA	3410.39	2714.6	NA	3160.32	9242.76	8250.93	5892.25	5197.34	2071.78	7438	9437.23	NA	473.731	1354.47	8803.32	7583.5	5661.6	4716.08	4083.2	6332.12	5981.72	2856.69	3647.26	NA	3528.07	3459.49	6176.08	4439.41	10601	9968.39
Q9ULC5	19411.2	431.308	NA	1304.91	41563.8	NA	42068.3	14667.3	NA	NA	1463.79	NA	2026.38	6462.97	698.011	NA	NA	687.083	12613.5	12105	2766.36	34773.1	NA	NA	NA	NA	3335.89	NA	1408.06	11758.9	12483.8	20250	6969.24	1738.1	NA	NA	7041.42	31192.2	NA	NA	NA	2061.94	NA	781.908	NA	NA	254.621	1458.03	644.716	NA	336.335	391.314	945.725	NA	NA	1117.71	NA
Q9ULC5;P33121	15894	4057.86	3565.11	5434.27	10811.9	1624.78	32199.9	19477	1068.96	NA	571.431	NA	8252.83	19602.6	5148.45	3720.25	2099.63	933.856	9749.13	9902.42	6883.67	28278.3	NA	5468.63	2574.16	2775.84	15131.3	606.863	3648.33	5454.71	13045.7	10376.1	9590.76	19946.9	16674.5	2647.84	16930.2	19644.6	1717.52	532.182	1061.39	NA	1319.02	NA	NA	NA	NA	808.274	169.985	NA	1069.15	349.9	1796.53	179.682	NA	1023.51	582.821
Q9ULD0	NA	362.673	NA	NA	NA	NA	NA	NA	3399.92	NA	NA	NA	1559.56	1623.24	NA	NA	NA	NA	1068.2	836.886	NA	NA	NA	NA	NA	NA	1331.59	NA	921.445	2240.44	NA	NA	NA	3255.79	NA	NA	1528.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULD2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	767.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULE6	NA	3698.01	1645.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2641.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	684.624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULG6	NA	856.132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1071.88	1449.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULH7	13473.8	441.811	2464.32	3941.96	3624.33	20912.4	NA	NA	NA	1953.83	1722.66	NA	NA	1867.72	NA	NA	NA	NA	NA	NA	NA	898.978	NA	269.118	1205.25	NA	NA	9285	3553.71	1013.82	4211.56	5781.48	9287.86	1914.26	740.578	NA	NA	6321.25	1914.46	NA	NA	NA	1036.2	NA	NA	1516.42	3021.6	2618.59	2963.75	1462.65	1540.37	1082.03	NA	NA	530.308	917.39	NA
Q9ULJ3	3639.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	887.552	2854.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULJ6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	518.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULK0	NA	NA	NA	NA	NA	NA	NA	7879.74	NA	NA	NA	NA	NA	42731.9	6081.31	NA	20330.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULK4	NA	NA	2322.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1073.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1218.14	NA
Q9ULL5	NA	NA	NA	NA	NA	NA	NA	600.286	NA	NA	NA	NA	NA	NA	NA	NA	5675.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3476.82	NA	NA	NA	NA	NA	NA	NA	NA	2510.32	NA	NA	NA	NA	NA	NA	NA	NA	1497.32	NA	NA
Q9ULP9	NA	NA	NA	691.105	690.719	NA	728.032	747.127	1162.59	NA	NA	NA	236.273	NA	NA	NA	NA	313.418	1182.11	NA	1028.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	746.524	NA	NA	NA	982.256	789.132	873.014	1417.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULQ1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2186.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
