"","C_T_13","C_T_14","C_T_15","C_T_31","C_T_32","C_T_40","C_T_44","C_T_49","C_T_52","C_T_55","C_T_58","C_T_6","H_T_1","H_T_10","H_T_11","H_T_12","H_T_16","H_T_17","H_T_18","H_T_19","H_T_2","H_T_20","H_T_22","H_T_23","H_T_24","H_T_25","H_T_26","H_T_27","H_T_28","H_T_29","H_T_3","H_T_30","H_T_33","H_T_35","H_T_36","H_T_37","H_T_38","H_T_39","H_T_4","H_T_41","H_T_42","H_T_43","H_T_45","H_T_46","H_T_47","H_T_48","H_T_50","H_T_51","H_T_54","H_T_56","H_T_57","H_T_7","H_T_8","fd","P_value","P_value_adjust"
"Q99714|HCD2_HUMAN",12231700,11767400,19874200,1658450,4480040,31240500,7007310,6229390,7578340,9727010,13852100,4650840,9880650,27691700,6604140,5919330,3870705,31220500,21766050,7291190,13674800,6377960,83529500,11890600,3387625,16209000,29114400,18602300,21163100,19071600,24905100,32369200,31552500,42643300,61881800,56477400,30548100,68805900,21596300,10620000,3771820,111993000,26978800,9860400,67194000,20312100,35841000,175899000,36592100,123347000,24271200,13524900,18219200,1.6389472640511,0.000404809579780947,0.00507915421179603
"Q99720|SGMR1_HUMAN",0,155322,1033880,96497.3,0,73244.8,174631,227378,32681.5,218353,354478,0,160290,27215.2,245307,98090.7,28966,144502,1805960,246154,609561,47028.2,1008080,785080,130249.5,493076,1538571.5,340342,74767.7,199796,463921,64398.7,720072,922263,1130930,1774090,506331,2946260,427677,0,0,1037390,5328100,105747.8,2643660,843317,962863.5,1836060,1652580,2715880,1892310,265849,149561,2.16944471056255,0.000556516733345552,0.00628922695659348
"Q99735|MGST2_HUMAN",1840910,1570160,5209490,466764,540342,1744390,8665840,1293849.5,3206270,3587190,2261500,71132.7,3417980,4391720,2283030,3320550,1461630,2419480,7687300,3243780,6743650,1624070,16300400,14454200,1841165,10208700,5613865,2426200,1965710,11356000,5829320,2390620,19870900,14996200,17313800,24580700,6987990,15814500,5767530,3727140,1448875,20680100,12824000,2163240,42689700,15104400,32803150,23522100,24301700,13939600,7168190,2405140,7819680,2.02967556678991,1.59531128585902e-05,0.000706227803029589
"Q99757|THIOM_HUMAN",540858,795142,1497720,190732.5,173682,1015030,1199800,54931.2,428339,573409,1256359,212442,636668,1376900,744308,794285,216156.5,2173275,2680460,385773,1169210,1205000,3568750,2279780,216790,1881370,2823715,1078910,759105,1264900,2190530,1535280,3724330,3254800,6922970,2786780,3607900,6569470,523871,230309,19961,2031760,1922130,720776,3968990,2964110,2739425,6711230,3271500,7067990,1559470,774904,1024120,1.75232846735998,1.37045707529444e-05,0.000656489848232464
"Q99766|ATP5S_HUMAN",60470.8,0,295704,0,0,501307,100486,252673.5,194210,223963,76176.2,0,708637,107807,0,167829,0,317438,971641,0,210523,0,980067,240472,0,259889,680464,265328,177372,730501,504442,275936,672783,468183,787766,747309,808904,1660650,0,162925,76061.5,388812,1410630,320251,866413,805560,535861,243395,481367,1475950,951466,0,134975,1.7502524293476,0.000132069381147933,0.00232899274062797
"Q99807|COQ7_HUMAN",0,0,289184,0,0,97547.3,0,0,0,253828,183678,0,341576,735493,0,150839,0,247205.5,940924,366199,0,0,0,199826,175287,416147,971066,214966,840239,354162,848445,690486,1695180,1630150,1399590,2662200,712175,3634010,0,0,0,1297400,339368,270188,3243050,591263,296684.5,1285670,324802,1273180,1387400,243278,189173,3.41161154033235,1.89359828572469e-05,0.000796884124917322
"Q9BPW8|NIPS1_HUMAN",3231590,1782140,14416400,586813.5,3401220,6199500,5058040,3121910,3654430,2596190,4514855,1119440,16492500,8736760,4554810,13792200,1963145,16142400,13132890,8973660,10229800,10739100,13476900,5900590,1612120,24822600,34957700,3814170,13037200,31577600,14441150,11882100,51250000,28337500,43644700,61493200,16621800,36380100,1707590,5274810,1901580,19760400,27719900,12857800,64343500,44829300,18812800,114554000,24387600,64943100,9245780,7701940,10329600,2.44819848475775,9.34738390068711e-06,0.00054498131843007
"Q9BQ95|ECSIT_HUMAN",0,0,0,12234.5,0,101962,0,0,0,0,155024.4,49539.7,201258,0,71527.2,0,0,221437.2,392502,0,0,0,197459,87247.3,21175,0,180061,495250,72270.8,45517.8,395896,641347,31709.5,24678.4,654436,147087,148421,476307,339741,0,0,157423,141887,138557,78387.5,98341.6,366441.5,47879.3,16534.2,234770,129032,0,174321,2.56143769940652,0.000134479934656179,0.00236213287988921
"Q9BQE3|TBA1C_HUMAN",496348,0,41239.8,558251.5,0,324423,0,0,34738.9,120758,626136,51579.4,3652920,67729.9,387666,814276,2011740,8275380,3312375,0,7247080,160091,2620810,2224130,1026142,4947550,383880,5180690,1312770,2411450,2635830,3988360,577021,171562,67160.9,51553.6,118490,0,2409590,0,0,0,552202,18540.1,0,84464.8,155159,0,35826.5,536430,28829.1,0,2636330,2.96464910323121,0.000357811352785983,0.00463998196673378
"Q9BQG2|NUD12_HUMAN",0,52615.8,0,88077.5,0,0,0,0,0,0,26873.4,0,0,0,0,115781,0,198636,0,544626,121267,0,111229,128398,180047,0,63378.9,0,133333,0,24297.2,190497,0,189953,368840,81814.7,248700,91008.7,68259.8,0,165297,219696,423191,0,188763,0,202703.9,0,0,286003,220799,100629,0,3.02714439486394,3.48350061249286e-05,0.00105974362235032
"Q9BQS8|FYCO1_HUMAN",86421.8,50875.1,133597,19364.8,42772.5,0,0,4604.07,377774,172007,161740.5,0,56355.9,222639,51387.4,46689.2,17136.94,227786.65,115321.35,35001.6,128804,17303.6,406141,114068,0,0,372020,576051,210006,391729,114201.05,305467,599862,618956,411278,305466,569122,990839,214649,44291.5,0,699428,699088,182388,377417,224360,194179.5,1022270,564311,446901,35294.3,190379,174507,1.73990445312967,0.000329571334839848,0.00437090578168798
"Q9BRF8|CPPED_HUMAN",262695,198071,400214,52714.2,90995.4,353612,2304290,935150,1160140,998431,1715465,66958.6,150966,2280030,372692,122708,128482,567499.5,2354230,140360,408959,92223.1,601561,317422,337140,825485,3436555,814700,26828.2,175149,2612820,57189.3,625878,3230440,1691180,1985140,2194670,4833270,1162770,1197880,5396075,4404100,2104590,1636795,6006710,945487,6481245,5238890,2470360,4489380,4215720,449393,1132670,1.41352103969054,0.00193404792955084,0.0149394147530527
"Q9BRJ2|RM45_HUMAN",123009,364839,168207,31962.365,0,1086890,708157,218124.5,421184,225005,1065651,0,1129320,131964,209412,302536,0,527257,907679,12293.5,578068,337400,347886,202300,303295,1159510,1294326,118373,90266.3,860037,545931,535597,2346090,1212710,1810180,1133380,897910,2165730,358651,562868,0,778763,3253580,259643.5,1658300,1425720,507268.5,788357,849337,2178510,1348010,0,216196,1.14502492086696,0.00899268154666327,0.0453448726221772
"Q9BRP8|PYM1_HUMAN",180747,123525,280569,158852.5,0,1595370,72910.1,0,418406,266520,917431,170800,45205.7,540211,4061.82,219576,81228.55,303129,851562.5,140729,777986,224222,615836,307403,145739.5,995531,702310.5,845692,128135,876723,142525.8,711070,1109180,987580,2590010,645285,1079990,1675760,668812,31328.5,0,2171020,1991430,357302.5,1400230,1382360,920522.5,1431980,1457740,4161100,1480280,408842,798628,1.30815181027749,0.00897016131700103,0.0452668753882308
"Q9BRQ8|FSP1_HUMAN",0,0,0,0,0,130921,0,0,0,0,263529.3,0,0,0,78477.8,72621.5,0,178463.5,30994.2,0,106589,0,200387,0,0,162471,135977.9,314017,0,278463,0,0,486162,476309,219724,194777,218195,199969,0,86009.1,0,307498,848950,79821.5,623010,408822,252068,477570,389254,628978,324998,0,42444.3,2.53722085701567,0.000317402229804396,0.00426235337471636
"Q9BRT2|UQCC2_HUMAN",209158,0,117646,0,0,1206710,143417,0,174384,0,494595,94896.7,388518,62365.1,212801,627425,0,950649.5,1491670.5,21492.4,803764,199527,779696,339057,68314.3,502202,767355,656912,123464,801998,486634.5,838685,1515890,925360,3102280,377794,2227100,1043220,390152,253934,0,621869,1321090,493293,1499560,440524,324770.5,904525,957907,3099100,740375,56903.3,480550,1.88952795204029,0.000773095767403126,0.00786450353559535
"Q9BRT3|MIEN1_HUMAN",709256,656362,871137,376484,301171,250094,1626280,935981.5,324932,462250,260904.85,200824,2043980,1173890,526596,321216,127210.4,958311,1134007.5,608804,419492,363236,1891100,685188,407667,1694470,1396625,2065460,798737,1472450,764440,1466240,2622080,443129,2230440,779733,815081,3398680,899956,908849,232816,598652,2060310,116438,1335070,294024,526031,779137,971321,2813560,1198430,848166,690177,0.913116732900648,0.00467828201019391,0.0282501337943882
"Q9BRX2|PELO_HUMAN",27223.9,19683.9,31592.6,0,0,168207,0,145958.9,76961.3,108817,54474.7,0,229127,0,59607.9,70173.3,0,92942.65,526727.5,0,334971,0,0,0,33813.3,498785,278083.5,0,10257.5,0,322088,57598.4,199266,352195,742574,72966,460256,448308,291675,144960,60460.3,0,597508,87503.5,745540,79796.9,69400.65,0,626969,1402190,178138,0,31773,2.07407973330221,0.0011272909563171,0.0103535149277578
"Q9BRX8|PXL2A_HUMAN",686713,473765,1888520,39725.5,104983,218580,349837,313513.5,489921,667284,1211773,460958,461110,2123340,523953,1166110,551130,2251920,4767160,628160,987745,627405,6817260,3439500,277777,2941870,6036420,6631930,1762570,8381220,2152080,1930390,8624880,3956200,4303980,4879330,2731130,5330540,867425,664349,212540,6574970,3145480,2081940,32228100,3584480,9479040,7397550,7746850,22018700,10878100,678269,2305090,3.04066235020041,7.5816283930597e-05,0.00166936064295166
"Q9BS26|ERP44_HUMAN",1610500,1367910,3465350,659603,451461,2500810,1645940,2842550,1538230,6728580,2180670,1110990,1019350,1479510,1990420,1549830,534414.5,5089670,4588875,1875230,3128520,990198,6643780,2473390,551370.5,6391380,3566450,3245210,1917680,10379600,5076630,1228700,8029580,4289760,4171130,4556080,3979480,10174500,2776610,2858980,1122320,7733830,11380500,1963665,4448930,7302180,3166890,4429210,8483820,8935340,5657710,1300510,3440910,0.96358702813302,0.00388377050183023,0.0245615003460574
"Q9BSD7|NTPCR_HUMAN",712096,0,431846,362807,0,1397990,0,180842,176313,651294,1010608.5,490904,1220480,0,529598,745290,558046.5,1023964,1650655,30895,1307210,225911,262851,968611,0,1229030,1855860,274015,265041,1398490,175646,177379,2066020,1283690,1532750,454102,479896,2104750,655584,178460,0,1191500,1346130,1650715,1748270,1131920,864935.5,471248,2742530,1975290,620593,551170,2047730,1.07579266845646,0.00573503818826357,0.032867513862644
"Q9BSE5|SPEB_HUMAN",0,835127,8537750,29790.1,0,0,0,267958.5,66553.4,970071,890371,0,2078610,16227300,4695450,6093720,640818.5,6946538.5,8709415,5617880,7875950,1608340,9785590,12072400,90621.4,21067900,47538950,6300250,8741590,4034500,11396115,6814040,8195780,15698900,15208300,30522400,8612700,14408900,2187640,824359,56597.3,12665200,57433000,2977100,40978700,18310800,14241700,24270700,13467300,37448200,16898000,4682830,9657260,3.76065298995286,9.03986975774649e-07,0.000158908948141935
"Q9BSH4|TACO1_HUMAN",386769,0,115955,14636.7,0,1004300,181780,267028.5,203684,402442,1032967.5,0,4448570,325633,211487,460643,67318.7,2026700,1144291,453764,246332,389120,1315910,705755,229038.5,647479,765651,639355,269244,1104090,1457826.5,1630880,947812,3021580,8338230,1166670,2665070,8887810,532413,289009,99158.4,1932280,4102690,812270,7009970,2238100,2658565,2791350,2306820,8463030,2714150,377792,377802,2.70240524273551,7.77558324094174e-05,0.00169766900760561
"Q9BSH5|HDHD3_HUMAN",705424,128958,2031450,58354.1,26595.1,1550320,213493,341875.5,577687,848196,441109.5,89911.7,117484,1288790,348631,828973,70946.15,1863810,675931,494716,658688,1505670,6216430,1199780,160187,1509080,4190680,562232,481154,2597800,3395415,2232030,5401380,4513330,6299230,5337460,4943080,9911770,709122,80542.7,104482.9,4391720,5743480,740147,7293930,6148560,5898245,9488480,4461150,14607400,5981800,234966,681560,2.47659507033892,1.26679304637961e-05,0.000630352291838038
"Q9BT30|ALKB7_HUMAN",0,0,48248.9,0,0,0,0,0,0,0,0,0,0,0,40740.1,0,0,0,0,0,0,0,802188,0,0,0,248387,21593.3,0,32193.4,99553.6,0,329994,207515,460486,229598,0,471630,0,0,0,304901,205493,0,72752.7,193971,203270,223938,0,638333,0,0,0,4.85975292590452,0.000584635329431245,0.00648147526704519
"Q9BTY7|HGH1_HUMAN",133180,84325.4,96561.6,27200.7,66086.5,867699,575168,133175.85,444068,128368,842595.5,0,1040330,281027,838218,817664,244697,2753000,1645520,94969.4,1875650,58810.9,131648,675643,236576.5,554166,229904.9,270153,234363,2444900,685058.5,0,2227690,626874,1546500,525259,833118,608823,261395,800498,193104,1312830,1158420,297990.5,2057260,2683770,1302453,738519,876136,742072,377055,184387,425321,1.58735773752269,0.000412382411609263,0.00508077293689033
"Q9BTZ2|DHRS4_HUMAN",243848,33962.6,1426340,0,0,0,0,16181.8,316629,0,105968,22982.5,746278,3039580,39310.2,353389,161561.5,1854215,334189,550352,51953.9,351288,7623210,1003270,270547.5,1185930,7875305,425616,1305750,1547440,867174,903808,1030800,1511970,0,5824250,2159110,651188,1191660,10757.3,38039.7,129745,0,240890.5,157684,1473140,2239840,333035,2373980,0,0,1394430,1430300,2.83164639387249,0.000837579777953574,0.00838755787002183
"Q9BU02|THTPA_HUMAN",0,0,0,0,0,59965.3,109612,48275.2,0,0,33354.5,0,0,0,0,0,0,145381.55,0,0,0,0,16417,0,0,0,206626,0,0,0,0,0,65404.6,523475,826205,885190,338814,278197,0,184507,147205,309404,0,0,254535,181699,212015,195731,166669,0,136873,0,0,2.56368443064433,0.00429101734035624,0.0266365453648718
"Q9BU61|NDUF3_HUMAN",95605.7,186217,0,35737.8,8351.36,1622480,1405540,394593,713851,263747,995619.5,52632.5,2470030,0,227536,675842,0,965525,875852.5,0,623651,557709,749364,59020.3,87609.35,585087,1348740.5,1658280,121169,1721210,954981,2092660,3640090,2802870,7512180,1142400,886328,3853540,803594,398356,0,1498480,5761650,617367,3782310,2085330,476415.5,3280760,3991350,5566760,1199550,0,474099,1.73221889765878,0.00114188267800374,0.0104412320656781
"Q9BUE6|ISCA1_HUMAN",0,0,90826.8,0,0,107885,0,0,0,0,0,0,401945,0,0,0,0,190631,0,0,73100,20910.2,367798,0,0,149215,1087558.5,0,0,206118,243688,0,0,119245,89862.3,0,341052,143707,185175,0,0,0,919236,0,0,281956,444245.5,1396860,439696,1593130,0,0,0,3.67886839344532,0.00237879054938841,0.0172927027593706
"Q9BUK6|MSTO1_HUMAN",0,0,0,0,0,166533,0,0,106904,269769,166344.4,0,342918,0,138311,38842.9,0,84101.8,489332,0,77718.4,0,539359,259565,127118.25,85566.3,120823,107726,0,117973,74159.9,367703,136735,77549.9,1096530,91264.5,257117,426820,277416,272839,0,326147,0,0,831639,313085,133298.5,0,232188,0,301748,0,0,1.67580939271324,0.00651340797514572,0.0361361847817289
"Q9BUN8|DERL1_HUMAN",126827,89995.3,0,98580.1,0,825684,63087.7,79676.05,225520,265507,588539.5,0,167552,0,167585,0,475366,2427280,627360,0,481295,589303,953880,1093720,47357.9,66751.3,218135.25,96071.4,18989.9,301686,266699.5,36100.2,3827840,331479,452666,0,331664,2565260,224043,1062110,229406,246455,1308370,303740,1166340,216094,796521,768009,2886310,1618230,397681,0,0,1.72893894629691,0.00497844447412543,0.0294802906636634
"Q9BUP3|HTAI2_HUMAN",1727610,893355,1683070,824872.5,348416,8049660,2737040,1637725,2880960,3791680,3527630,546052,10828600,1197090,3493110,1816300,551212,10024110,7669070,499086,4258180,4396300,8544360,1444690,1835740,4795050,7632680,3708850,2335000,3784520,5440960,1923710,6149150,8125430,5891750,5783830,7608770,6383970,3922780,3920150,2376040,6670980,18460300,1968895,16794300,1670990,4796435,23674800,6858470,19081000,11652300,2239830,8597160,1.40277139129591,0.000396653803791661,0.00502193445076661
"Q9BUT1|BDH2_HUMAN",1292660,256973,1392680,717374,474786,472410,305000,150791.5,818412,1247030,625760.5,416907,4280350,3433690,199579,155596,1890520,1665940,1643070,2082170,1218070,348682,695647,493716,2423405,385406,871115,1906370,1471150,1184990,354166,1899160,6715830,2265980,4284670,2728230,2234400,4811670,1373340,214790,107925.2,1076190,1034370,1370760,445685,1002990,1912300,2118040,3549010,1949130,1617160,1487860,756362,1.36002173621179,9.76899430522271e-05,0.00194742777780201
"Q9BUV8|RCAF1_HUMAN",0,0,58076.1,0,0,331026,0,0,0,266090,99382.5,0,82192.9,0,107981,235455,19118.3,253080,491464.5,0,67817.8,30776.4,1079660,28667.5,59428,251688,661650,109648,21672,91247.9,55663.3,184468,537137,251153,1559820,116310,0,0,43028.4,0,0,446875,2675300,38744.5,1052800,127455,152797.5,835328,1751560,2473380,1674240,0,125811,2.7788159215735,0.00178853177580388,0.014243902566855
"Q9BV10|ALG12_HUMAN",752944,0,241152,0,0,0,0,396563.5,0,468599,0,0,428535,0,173424,271776,89581.55,659916.5,743842,8346.95,0,194866,605029,714219,0,1146000,534337,61897.7,0,214437,139212.5,0,1081820,50794.8,162776,549244,189818,1228270,0,1212460,0,720399,789745,673260,1507580,1570640,227134.8,795227,771283,96075,167561,52980.5,0,1.48911925023996,0.00986040060242622,0.0485010815838881
"Q9BV23|ABHD6_HUMAN",0,60236.1,175318,0,0,123893,0,0,18314.6,0,23650.2,0,26921.1,164770,44810.3,0,0,237194,250523,0,0,83300.5,279533,65620.8,0,381668,344566.5,550734,89548.1,44158.2,184803.85,19259.4,316746,567905,107330,309095,0,593506,85985.1,0,0,612736,0,51423.5,377104,206388,725266.5,277894,0,395485,0,0,79117.2,2.44601841170952,0.000152055626996274,0.00253989644781938
"Q9BV44|THUM3_HUMAN",55961.2,0,36752.4,0,0,217011,0,0,25906.9,371657,299552,0,183530,0,102886,44826.2,62665,185763,632367.5,0,132547,23190.9,561489,52609.9,31753.8,250630,280226,397967,0,356674,352437,199985,382661,215206,320500,0,304832,1024040,268014,596789,0,74133.3,86610.9,186927,402556,195434,99191.2,186246,221123,708819,162817,0,552200,1.51618185657585,0.00560839639066866,0.0323162445526949
"Q9BV57|MTND_HUMAN",279346,0,1481420,0,0,1390190,251727,507620,206106,1194340,2516610,165847,69015.3,767100,742464,97819.1,479392.5,849126,431370.5,510224,784891,52797.4,2839510,1167740,250206,914168,495568.75,236334,1326220,3679490,599311,4246540,3750270,9609060,7386680,5135410,6447900,4578760,900195,1012650,204182,6068640,5527700,2093145,6426260,3025160,6179855,15352300,5329940,9330980,3753020,1155300,476747,2.18612651218408,0.000135839743521512,0.00237396857894348
"Q9BV79|MECR_HUMAN",263360,122474,360620,0,0,131697,239042,184607,432373,119375,501092.5,55146.7,689846,296531,0,80917.8,0,94076.15,189953.55,83404.8,392948,131618,425948,366183,0,146730,254325.4,170993,139375,272582,453585.5,222423,1792860,966810,1436970,1130050,665391,3374070,0,204079,80449.4,879995,1255260,237801,2133620,1206430,583695.5,2440610,346577,1900080,371921,107315,0,1.63236776973802,0.00197597715236168,0.0151505088835842
"Q9BVC4|LST8_HUMAN",49650.7,0,0,0,0,235104,0,0,142116,117467,190131,0,251702,149165,127657,141163,0,146845.15,169425,0,264762,37585.9,445094,0,28061.3,166649,210708,55616,0,248076,41785.5,128343,275804,153506,514039,145628,236403,630730,194330,0,0,386488,245606,93746.9,390888,400385,156335.5,492719,251085,759389,219519,0,57419.9,1.71118950153955,0.000698952777178185,0.00745557080007477
"Q9BVJ7|DUS23_HUMAN",1488110,487012,551252,222410,148342,881267,416186,332869,1474480,3327080,856388,189977,807095,136330,873033,0,122542.5,626515,765538,213450,328258,157363,1935730,640033,1283745,703972,959557,512322,139429,2664120,626359,2557220,4568290,3177220,8904190,1348360,4275840,8357650,845807,1208950,2604000,2529680,4234590,586814.5,6004660,758928,1681960,3548520,7086400,2598090,5796410,461716,421001,1.29611956620944,0.00705539469959439,0.0383090255061434
"Q9BVL4|SELO_HUMAN",0,0,602033,0,0,0,0,17811.6,7759.65,79793.5,331830.9,0,203122,214128,0,34739.6,259099,58333.2,133864.5,212149,0,0,1285870,800576,0,439980,0,54820.1,379973,142454,108856,76257.5,811326,1734750,624309,1819280,403082,169640,0,97706.6,29474.6,557751,315072,45799.25,1541980,63322.8,689572.5,685434,454750,1292950,31954.4,694687,795021,2.2814321330574,0.000951025288483471,0.00922149747247039
"Q9BVM4|GGACT_HUMAN",0,0,151191,29257.5,0,600676,306994,601056,322192,495027,265732,0,42113.5,207548,51227.2,62906.5,136219.25,458131,563923,0,136103,0,255625,394257,26569.7,76078.9,168562,217700,392431,568160,568214,764835,1040170,1675920,2381300,1037830,1158350,766805,67939.9,547004,1459265,157155,503016,182159,639210,907502,2274985,2139310,925333,530900,825520,265852,0,1.37560376783277,0.00343044219152247,0.0225383914302792
"Q9BVS5|TR61B_HUMAN",46612.7,36128.7,13687.3,0,0,57569.9,0,0,31601.9,0,200188,0,11872.5,36586.7,0,30305.9,0,149296,111519,22559.4,158177,30149,564358,41791.7,0,172280,367156,0,27794,131047,243745.8,80089.1,235955,90984.9,174567,57160.7,211535,92433.6,146539,0,0,243859,125936,0,304370,278981,84186.85,302533,131847,80159,202883,0,68689.6,1.92672681795926,0.00095567692395006,0.00925262469809266
"Q9BVT8|TMUB1_HUMAN",421008,0,613207,0,0,588382,0,38593.2,344502,0,408737.5,0,128653,835464,308902,95285.2,105386,608456.5,899963.5,188151,225875,480947,1893830,1121000,14508.1,736302,715469.5,1432100,545177,173734,810230.5,239340,790302,1040540,2024540,1603930,387286,602827,568577,261240,80105.3,1242250,1556800,166700.85,1865880,830145,1731340,2587380,1625510,730233,2740680,564909,239500,2.07672061512996,1.1167487543723e-05,0.000573472820345262
"Q9BVV7|TIM21_HUMAN",0,0,0,0,0,203489,114036,55529.3,25144.1,0,133379.15,0,707913,0,13634.7,97673.1,0,0,250390.5,0,131972,123700,265303,57275.1,0,209201,516126.5,136845,76629.3,0,394749.5,245161,117512,144258,445790,227331,331328,410791,26846.7,0,103946,113989,714574,60317.655,315487,310743,98505.1,176657,400899,499637,548388,22239,0,2.19144164118666,9.04192516062359e-05,0.00186026017968086
"Q9BW91|NUDT9_HUMAN",562084,224371,140029,88937.8,0,156443,125455,0,46319.3,180493,371216.5,118357,208852,162300,0,28237.3,0,402531,135431.75,38049.2,954793,30893.1,0,247951,0,155610,433577.5,23416.6,194025,598700,111171.3,844925,632450,709700,1217350,367441,516542,881521,107848,0,0,770777,538747,68997.95,1046670,910155,392320,2438890,412547,616932,602089,183491,88285.5,1.31122075047656,0.00621307516891779,0.0348587972537252
"Q9BW92|SYTM_HUMAN",553425,360642,589224,0,0,412873,0,468787,282167,680004,156670,0,1369590,206350,344057,206171,22754.2,1460015,1299865,121288,1191770,176377,2812820,1336920,427655.5,1604870,1283619,101073,459254,1727870,949760.5,4021820,2493230,1125210,3968210,498677,1684410,828391,352749,104782,9903.9,1775460,430707,483901,2307890,1575150,987458,4329810,2499750,844619,3129890,63587.2,436792,2.09245891575281,1.10219047664815e-05,0.000573472820345262
"Q9BWD1|THIC_HUMAN",429429,0,1996060,170268.55,0,3621080,62103,659034.5,1374400,6858320,947434.5,61814.8,71152.2,4894820,388799,729612,574256,1205057,7194980,3474000,761169,101839,2334650,1214050,267321,5577040,12558765,3420390,924328,2034920,3457495,2653010,8125510,12037900,23536500,15847900,18302000,34770700,4307320,2560900,958870.5,9272140,20417900,1761020,42803600,6197170,3842135,7758830,23591900,67930500,7237900,753749,1513140,2.73234706174033,0.00113000806579424,0.0103621739633332
"Q9BX68|HINT2_HUMAN",0,0,1715850,27242.2,24005,3091780,2142910,254751.5,419533,2887800,1776416.5,37392.3,242680,805965,42840,245106,0,447708.5,839300,645838,44160,250336,1884470,89242.6,56322.85,181801,505754.5,2423960,1867270,1942330,829925.5,3520960,6621630,12037100,33317800,17589100,21901500,20601600,366543,1125140,333813.5,11473200,9590700,1979125,11321400,3905990,7422090,21972300,4205050,38606700,15409300,1523340,117206,2.6105703867741,0.00116810405842345,0.0105606478183382
"Q9BX93|PG12B_HUMAN",0,0,141323,0,0,0,0,0,0,0,0,0,0,1414050,0,881074,0,641977,84611.4,97910.1,413265,0,0,957778,0,3728550,881345,0,468409,2788060,156453,0,1937410,0,0,0,0,0,0,0,0,0,0,0,0,0,490979,0,1002190,0,0,362965,0,5.07776414395276,0.00376662615129088,0.0241297138374612
"Q9BX97|PLVAP_HUMAN",0,0,0,0,0,0,0,58527.25,191427,283706,0,0,0,0,0,5952.13,0,258511.5,0,0,0,0,394702,0,0,105689,0,229819,0,117580,52134.15,85757.1,436843,195113,423515,0,318895,705736,0,20140.7,53745.6,877853,405317,73526.05,751181,381570,795265.5,1482830,108997,422621,94624.8,0,0,2.27057927740228,0.00431906186902622,0.0266733439849945
"Q9BXJ8|TACAN_HUMAN",6608.6,0,648138,43201.9,0,0,0,116558,0,24407,0,32110.2,42989.1,632994,136158,138853,64170.35,847842.5,208849.5,97955.4,185896,71117.5,1674960,1508370,56381.25,458649,456096,683772,515709,851738,222058.5,476506,290125,259529,344929,1093530,116453,155508,210974,327126,342267.25,374938,419851,28992.85,1990160,87093.8,577214,1858900,460848,278264,645069,497020,582871,2.76809494985811,4.03326674503637e-05,0.00116619546109858
"Q9BXK5|B2L13_HUMAN",279422,484269,640602,89788.1,90404.2,1347040,196686,626325,387473,646268,777530,61820.9,327494,387681,214182,375397,117315.65,656376,669448,295593,1064480,252547,1059470,831480,58194,1112190,1614515,453830,480445,1376770,797464.5,551006,1903390,3182770,2628630,2040680,1334630,4356070,12444.2,375296,734997.5,4092970,1227120,711923.5,2818680,2070180,2104615,6046890,1811790,1328540,149778,61671.2,604001,1.44342788248646,0.000998359504403585,0.00955983271261373
"Q9BXR0|TGT_HUMAN",805593,0,105489,0,0,390575,0,0,215079,0,929184.5,0,315099,0,465600,453493,157816.9,293149,147939,89463.1,711900,0,544635,0,358782.5,854941,1063817.5,284126,0,418619,648460,518786,1019210,797729,1111230,720760,683175,1377500,310278,623739,0,515520,1052640,499191.5,1397450,1145920,517666,534638,589172,1492550,1056670,0,592096,1.48323364119316,0.0045942111631854,0.0278735741554698
"Q9BXS5|AP1M1_HUMAN",916512,277058,861740,184604,91040.2,776554,429407,181820.5,967330,1191990,2109660,378873,1075500,509192,599622,645177,169593,916790,997771.5,329030,1005990,335462,952484,363819,357580,2523900,2036390,1168270,553748,1975100,1735860,571260,1983380,1845840,2387380,1715490,1215290,3352470,628386,867279,491041,2940520,3389180,493244,2599490,1107820,1842855,1944940,1577020,3824310,1721060,706554,1362650,0.991065852302606,0.00409930098724857,0.0255967052890551
"Q9BXW7|HDHD5_HUMAN",440863,216189,1170550,192504,215389,281261,0,663747.5,263069,287813,225727.5,139068,1037860,1626540,655848,1715960,130970.5,1069045,2453765,276231,781796,363082,509104,1961030,342861.5,2568090,1177557,661742,987702,1776190,1772405,2032860,3746240,2779300,3969850,3520960,1695310,4614580,205183,214366,113578,683446,2153400,420955,4220330,2321280,1190915,2485250,1200890,4832570,284819,317091,1620280,2.24822323442999,5.8759493814146e-07,0.000132964808006231
"Q9BY43|CHM4A_HUMAN",585991,174899,514270,138910.5,35863.7,1119160,157616,349669.5,700160,605787,572775.5,205237,714691,331549,465114,411831,153349.5,1338335,1351010,96786.6,732503,121663,816073,347797,359721.5,1218640,861976,1746820,51251.6,1007010,896127.5,716974,1155500,1732360,2284280,737390,1412130,1581850,429598,731158,452862,643486,929972,432895,765326,483895,310345.5,702597,2220660,1227210,1057470,258122,663017,0.945341470531454,0.00303020061558372,0.0206265723769161
